name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Immigrant Song - Remaster,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937
You Need To Calm Down,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026
De Vuelta Pa' La Vuelta,0.665,0.94,5,-3.606,1,0.0553,0.434,0,0.0914,0.752,93.725
Down with the Sickness,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89E-06,0.106,0.941,89.954
Your Love,0.579,0.654,1,-12.421,0,0.0553,0.121,3.62E-06,0.0673,0.616,129.537
La La Lost You - Acoustic Version,0.606,0.196,1,-11.652,1,0.0553,0.908,0,0.348,0.391,100.873
La Rompe Corazones,0.685,0.859,5,-2.595,0,0.0553,0.116,0,0.317,0.891,176.018
Intentions,0.811,0.553,9,-6.644,1,0.0552,0.317,0,0.105,0.86,148.014
Heart-Shaped Box,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006
Better Off Alone,0.671,0.881,8,-6.149,0,0.0552,0.00185,0.65,0.285,0.785,136.95
Ritual,0.647,0.726,3,-4.389,0,0.0552,0.157,0,0.0844,0.767,114.996
Rehab,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51E-06,0.34,0.777,71.815
Más De Lo Que Aposté,0.621,0.918,1,-3.01,0,0.0552,0.0754,0,0.13,0.834,151.988
Dancing in the Moonlight,0.657,0.435,10,-15.707,1,0.0552,0.739,0,0.167,0.771,135.975
You Make My Dreams (Come True),0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057
Hotline Bling,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966
Right Round,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986
カワキヲアメク,0.541,0.846,6,-2.729,0,0.0551,0.0122,0.000149,0.163,0.524,129.138
Mi Persona Favorita,0.562,0.729,3,-4.774,1,0.0551,0.297,0,0.0868,0.652,151.97
Drama (feat. Drake),0.709,0.362,11,-9.814,1,0.055,0.157,0,0.109,0.113,122.043
invisible string,0.653,0.452,4,-11.143,0,0.055,0.838,7.73E-05,0.108,0.45,83.433
Melek,0.569,0.642,11,-5.16,1,0.055,0.152,0,0.236,0.285,180.076
Do It,0.725,0.668,5,-7.286,0,0.055,0.0932,2.33E-06,0.112,0.566,82.966
Además de Mí - Remix,0.397,0.613,6,-5.077,1,0.0549,0.0396,0,0.192,0.405,78.4
Father Stretch My Hands Pt. 1,0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088
Propuesta Indecente,0.757,0.632,2,-6.83,1,0.0549,0.499,0,0.0723,0.742,122.936
The Weight - Remastered,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75E-05,0.103,0.518,143.868
Tell Me Why I'm Waiting,0.671,0.277,6,-11.185,0,0.0549,0.8,0.000325,0.0657,0.173,124.008
25-ago,0.761,0.732,4,-5.469,0,0.0549,0.092,0,0.0716,0.542,151.982
Ring Ring (with Rvssian feat. Clever),0.581,0.673,0,-4.421,0,0.0549,0.0768,0,0.4,0.621,160.073
Chlorine,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009
Believe,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975
What the Hell,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976
God’s Menu,0.689,0.771,5,-3.618,1,0.0548,0.00776,0,0.521,0.482,157.052
Escape (The Pina Colada Song),0.836,0.509,0,-13.668,1,0.0548,0.467,4.10E-06,0.0436,0.949,138.714
All That She Wants,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98E-05,0.103,0.858,93.764
CAN'T SAY,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98
Memories,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019
Ashes,0.712,0.568,5,-7.864,0,0.0546,0.0947,0,0.169,0.46,130.019
The Passenger,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62E-06,0.733,0.696,134.88
"Honey, I'm Good.",0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122.014
Una Vaina Loca,0.8,0.669,1,-12.898,1,0.0546,0.19,2.35E-05,0.0609,0.721,117.015
UN DIA (ONE DAY) (Feat. Tainy),0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169
Hackearam-Me,0.479,0.683,2,-3.705,0,0.0545,0.38,0,0.576,0.557,129.558
Slide (feat. Frank Ocean & Migos),0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066
Favorito,0.606,0.853,9,-2.975,1,0.0545,0.237,0,0.251,0.822,178.043
Roses,0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85E-05,0.107,0.509,108.97
DNA,0.598,0.775,1,-4.035,0,0.0545,0.022,0,0.0677,0.687,129.819
S de Saudade,0.714,0.712,11,-4.403,1,0.0545,0.621,0,0.127,0.789,123.804
Love Shack,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54E-06,0.7,0.903,133.608
Going Under,0.37,0.858,11,-4.885,0,0.0545,0.00815,2.12E-05,0.229,0.464,175.077
Sour Patch Kids,0.523,0.783,9,-5.084,1,0.0545,0.0144,1.71E-05,0.219,0.581,76.588
DÁKITI,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22E-05,0.113,0.145,109.928
We're Good,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01
DÁKITI,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22E-05,0.113,0.145,109.928
Loving Is Easy,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023
Live While We're Young,0.663,0.857,2,-2.16,1,0.0544,0.0542,0,0.144,0.931,126.039
We're Good,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01
Killer Queen - Remastered 2011,0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218
summer depression,0.691,0.306,9,-15.651,1,0.0544,0.632,0.479,0.108,0.62,129.929
Vida de Rico,0.824,0.457,6,-5.428,1,0.0543,0.167,0,0.041,0.95,87.977
505,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79E-05,0.0733,0.234,140.267
Sunkissed,0.766,0.354,6,-9.486,1,0.0543,0.595,0,0.381,0.792,153.902
Sunday Bloody Sunday - Remastered 2008,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174
Oh Klahoma,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996
I LOVE...,0.54,0.706,9,-5.235,1,0.0543,0.0171,0,0.225,0.385,172.021
Attention,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33E-05,0.134,0.797,100.066
Stay Gold,0.723,0.634,1,-5.415,1,0.0542,0.0892,0,0.0787,0.582,129.017
Painkiller,0.683,0.42,5,-6.51,1,0.0542,0.0875,0,0.225,0.469,128.621
Dissolve,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486
Light On,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38E-05,0.126,0.399,102.054
Love Is a Bitch,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879
OTW,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26E-05,0.106,0.28,72.989
Love Scars,0.659,0.614,9,-7.32,0,0.0541,0.000404,0,0.123,0.26,119.405
DNA,0.599,0.774,1,-4.014,0,0.0541,0.0223,0,0.0669,0.696,129.819
Te Mando Flores,0.714,0.85,0,-7.864,1,0.0541,0.228,0,0.108,0.855,102.009
Pretty Girls,0.732,0.511,6,-6.779,1,0.0541,0.276,0,0.0916,0.62,96.946
Take on Me,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412
Sex on Fire,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398
Blank Space,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997
The Man,0.777,0.658,0,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048
Aventador,0.597,0.632,1,-5.792,1,0.054,0.698,0.00191,0.129,0.42,84.915
Burn 'Em All,0.632,0.886,11,-3.986,0,0.054,0.115,0,0.136,0.637,114.951
Liggi,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046
Calling My Phone,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35E-06,0.135,0.202,104.949
CRY FOR ME,0.702,0.692,10,-5.405,1,0.0539,0.0542,0,0.0877,0.419,144.896
Bye Bye Baby (Taylor’s Version) (From The Vault),0.624,0.624,5,-7.86,1,0.0539,0.334,0,0.0995,0.527,80.132
Put Your Records On,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066
Freakin' Out On the Interstate,0.45,0.794,4,-5.015,1,0.0538,0.388,0,0.303,0.362,143.861
No Elegi Conocerte,0.86,0.4,2,-7.131,1,0.0538,0.182,3.17E-06,0.0581,0.813,129.925
Facas - Ao Vivo,0.443,0.509,2,-5.995,1,0.0536,0.615,0,0.472,0.69,160.984
One Dance,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967
Jangueo,0.861,0.678,8,-4.157,0,0.0536,0.253,2.42E-05,0.106,0.723,103.994
Toxicity,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68
Bohemian Rhapsody - Remastered 2011,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883
Better Together,0.868,0.347,5,-9.529,1,0.0536,0.308,2.00E-05,0.11,0.659,110.059
A Horse with No Name,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179
You Can Call Me Al,0.776,0.763,5,-8.124,1,0.0535,0.182,0.0065,0.077,0.82,128.433
To Be With You - 2010 Remastered Version,0.688,0.375,4,-9.601,1,0.0535,0.286,0,0.133,0.45,83.635
You Make Me Feel... (feat. Sabi),0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71E-06,0.0385,0.748,131.959
Supalonely,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04E-05,0.123,0.817,128.977
Lost Boy,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994
BURN IT DOWN,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006
Baby,0.705,0.707,0,-5.174,1,0.0534,0.0799,0,0.149,0.452,117.974
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),0.836,0.617,0,-4.363,1,0.0534,0.17,0,0.319,0.866,138.066
Falling Up,0.654,0.756,2,-3.594,1,0.0534,0.648,0,0.0995,0.475,103.551
Jungle,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947
Electric Love,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041
Bad Boy (with Young Thug),0.697,0.674,1,-6.326,1,0.0533,0.00215,0,0.138,0.198,81.535
I Don’t Wanna Live Forever (Fifty Shades Darker),0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97
El Malo,0.812,0.506,1,-10.729,1,0.0533,0.143,0,0.132,0.701,125.941
Secrets,0.664,0.771,0,-5.779,1,0.0533,0.0155,9.60E-06,0.46,0.763,109.945
Good Without,0.616,0.576,11,-5.495,0,0.0532,0.0723,0,0.375,0.269,89.962
Medicine,0.306,0.74,10,-4.521,1,0.0532,0.232,0,0.0892,0.314,98.3
Baby (with J Balvin),0.755,0.882,10,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984
Thinkin Bout You,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83
Foolish,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119
Tequila Shots,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04E-05,0.527,0.22,90.494
A Un Paso De La Luna,0.744,0.771,10,-5.403,1,0.0531,0.394,0,0.292,0.954,121.968
Dragula,0.591,0.963,0,-6.489,0,0.0531,8.74E-05,0.000107,0.0781,0.609,125.03
Super Freak,0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446
Shot For Me - Spotify Singles,0.484,0.383,8,-8.409,1,0.0531,0.801,0,0.178,0.235,102.565
Boo'd Up,0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965
Sick Boy,0.663,0.577,11,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996
Rebel Rebel - 2016 Remaster,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988
Up Up And Away,0.661,0.665,4,-6.356,0,0.053,0.538,0,0.0981,0.486,75.059
Corduroy Dreams,0.608,0.305,4,-14.037,1,0.053,0.653,0,0.103,0.222,113.818
Applause,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63E-06,0.143,0.738,139.945
Médusa,0.714,0.829,4,-5.129,0,0.053,0.474,0,0.0958,0.432,106.025
Stuck On You,0.599,0.449,7,-7.423,1,0.0529,0.161,2.66E-05,0.107,0.143,158
Monsters (feat. Demi Lovato and blackbear),0.51,0.787,0,-3.712,0,0.0529,0.0137,0,0.368,0.793,162.092
Tan Bonita,0.82,0.804,9,-7.226,1,0.0528,0.175,0.00215,0.064,0.844,110.982
Everybody Wants To Rule The World,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067
Waiting For Love,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999
Up All Night,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989
Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,0.593,0.932,8,-2.324,1,0.0526,0.302,0,0.133,0.913,171.977
Hold On,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949
The Middle,0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152
do re mi,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25E-06,0.123,0.17,111.002
My Favorite Part,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93E-06,0.14,0.718,95.016
Dile Que Tu Me Quieres,0.773,0.757,1,-4.959,1,0.0526,0.0864,3.73E-06,0.0727,0.858,88.006
What's Next,0.777,0.58,0,-6.928,0,0.0525,0.0125,0,0.161,0.0636,129.918
Calma - Remix,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899
Brave,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.10E-05,0.0425,0.758,185.063
What Am I,0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862
Paris in the Rain,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88E-06,0.394,0.528,76.309
Wake Me Up,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
Rockabye (feat. Sean Paul & Anne-Marie),0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965
Sweet Child O' Mine,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303
Fly Me To The Moon (In Other Words),0.668,0.26,7,-14.256,1,0.0523,0.453,0,0.0621,0.368,119.416
Say You Won't Let Go,0.4,0.564,10,-7.444,1,0.0523,0.693,0,0.0863,0.483,99.269
You (with Marshmello & Vance Joy),0.668,0.563,11,-6.433,1,0.0522,0.0493,0,0.119,0.305,103.116
Glorious (feat. Skylar Grey),0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59E-05,0.112,0.356,139.994
the 1,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28E-06,0.108,0.172,139.883
Almost Maybes,0.582,0.868,11,-3.927,1,0.0522,0.146,0,0.103,0.555,90.105
Let's Stay Together,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985
Better Together,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24E-06,0.108,0.659,110.054
Umbrella,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338
Chico Estrella,0.718,0.725,9,-4.279,0,0.0522,0.118,0,0.17,0.57,139.988
Follow You,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92E-05,0.496,0.489,124.912
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),0.66,0.817,11,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942
Psycho!,0.876,0.312,7,-10.17,1,0.0521,0.443,0,0.247,0.377,114.973
Boyfriend,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976
Taking A Walk,0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031
Freak On a Leash,0.353,0.898,2,-5.877,1,0.052,2.23E-05,0.105,0.39,0.525,103.293
Dueles,0.531,0.834,2,-3.944,1,0.052,0.277,0,0.131,0.526,142.026
Somebody's Watching Me,0.712,0.857,1,-4.922,0,0.052,0.0855,9.98E-05,0.0723,0.207,124.963
Circus,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98
Love Someone,0.55,0.415,9,-6.557,0,0.052,0.161,0,0.108,0.274,172.065
Good Life,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),0.661,0.819,11,-6.269,0,0.0519,0.167,0,0.0647,0.724,135.937
When We Were Young,0.372,0.566,3,-6.779,1,0.0519,0.322,0,0.0953,0.28,146.399
Addicted,0.453,0.507,2,-10.098,1,0.0519,0.241,0.0107,0.16,0.153,134.023
Everytime We Touch,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29E-05,0.382,0.493,142.027
Fake It,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59E-06,0.0543,0.607,132.078
Strip That Down (feat. Quavo),0.873,0.495,6,-5.446,1,0.0518,0.199,0,0.0805,0.546,106.033
Cake By The Ocean,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002
Magic Carpet Ride,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676
Sun Is Shining,0.467,0.757,2,-3.01,1,0.0517,0.0866,0,0.0742,0.383,131.993
Monster (Shawn Mendes & Justin Bieber),0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765
Murder On My Mind,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007
群青,0.725,0.853,10,-3.193,1,0.0516,0.305,0,0.115,0.707,134.991
Ya Te Perdí La Fe,0.757,0.512,0,-6.249,1,0.0516,0.722,1.23E-06,0.0682,0.97,149.888
The Hills,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003
Fearless Pt. II,0.729,0.928,6,-4.279,1,0.0515,0.282,0.00147,0.12,0.322,109.996
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",0.383,0.616,5,-7.118,1,0.0515,0.314,7.21E-06,0.11,0.48,147.625
So Good At Being in Trouble,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816
Will He,0.618,0.217,10,-15.372,1,0.0515,0.836,0.000163,0.538,0.0872,116.014
THE SCOTTS,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979
7 Years,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992
Pa' Olvidarme De Ella,0.728,0.542,0,-5.195,1,0.0514,0.259,0,0.136,0.637,90.016
After School,0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55E-06,0.0626,0.738,164.007
BEST INTEREST,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265
London Calling - Remastered,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769
House Party,0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966
Un Año,0.771,0.382,1,-6.808,0,0.0514,0.148,0,0.104,0.535,94.931
Dark Horse,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931
Walls Could Talk,0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162
Bohemian Rhapsody,0.39,0.397,0,-9.963,0,0.0513,0.287,0,0.207,0.246,144.031
Heartless (feat. Morgan Wallen),0.765,0.556,11,-6.417,1,0.0512,0.275,0,0.0824,0.274,111.033
Dark Horse,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934
Sobredosis (feat. Ozuna),0.759,0.639,4,-8.085,0,0.0511,0.207,0,0.23,0.682,128.01
Kiss You,0.637,0.93,4,-2.632,1,0.0511,0.0177,0,0.452,0.886,90.014
Sativa,0.741,0.61,6,-7.34,0,0.0511,0.316,0,0.534,0.72,125.99
El Perdón,0.628,0.69,8,-5.828,1,0.0511,0.446,0,0.112,0.662,179.911
Impatient,0.697,0.4,5,-5.888,0,0.0511,0.106,0,0.102,0.443,179.007
Skinny Love,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
Dura,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.839,95.001
Lance Individual,0.752,0.62,5,-5.536,1,0.0509,0.309,0,0.075,0.962,117.399
Don't You Worry Child - Radio Edit,0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042
愛して 愛して 愛して,0.605,0.842,8,-4.747,1,0.0509,0.0862,3.08E-06,0.106,0.35,115.008
Ready or Not,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84E-05,0.107,0.748,93.043
Rolling Ocean Waves,0.127,0.941,1,-16.083,0,0.0509,0.813,0.988,0.178,1.00E-05,82.144
Bleed It Out,0.529,0.967,1,-3.647,0,0.0508,0.114,0,0.61,0.596,140.127
LOCATION,0.771,0.765,1,-3.887,0,0.0508,0.0487,0,0.313,0.66,115.984
Coming Undone,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052
Hate Me (with Juice WRLD),0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025
Só de Sacanagem - Ao Vivo,0.826,0.769,11,-5.203,0,0.0507,0.538,0,0.345,0.709,125.979
Love Again (feat. Alida),0.636,0.822,0,-4.321,0,0.0507,0.0534,1.99E-05,0.121,0.338,127.225
Bang!,0.74,0.516,1,-6.233,0,0.0507,0.0183,0,0.0558,0.698,139.918
Mmmh,0.659,0.718,7,-5.607,0,0.0507,0.202,1.01E-06,0.2,0.297,136.96
LA CANZONE NOSTRA ⟁ (con BLANCO & Salmo),0.656,0.678,5,-6.851,0,0.0507,0.12,1.86E-05,0.147,0.166,129.871
シルエット,0.436,0.934,2,-2.685,1,0.0507,1.05E-05,0.136,0.321,0.383,91.488
What About Us,0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11E-06,0.0906,0.187,113.617
魔法の絨毯,0.599,0.309,10,-6.292,0,0.0507,0.774,0,0.122,0.584,72.285
Buy Me a Boat,0.574,0.745,2,-6.663,1,0.0507,0.319,0,0.11,0.693,154.042
Promiscuous,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328
Some Nights,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938
Si Tu Amor No Vuelve - Live,0.698,0.51,0,-6.222,1,0.0506,0.45,0,0.27,0.653,128.611
Not Your Barbie Girl,0.745,0.642,6,-4.138,0,0.0506,0.103,0,0.0335,0.35,120.063
Jerusalema (feat. Nomcebo Zikode),0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68E-06,0.0607,0.827,124.009
You Give Love A Bad Name,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25E-06,0.344,0.812,122.803
Paparazzi,0.677,0.685,4,-5.643,0,0.0505,0.0739,0,0.107,0.177,91.008
In Too Deep,0.568,0.844,9,-5.875,1,0.0505,0.000189,0,0.0607,0.766,116.046
Girls Like You (feat. Cardi B),0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959
Girls Like You (feat. Cardi B),0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959
Used To,0.631,0.709,2,-4.666,1,0.0505,0.0963,0,0.376,0.2,84.504
I Think I'm In Love,0.632,0.638,7,-6.731,1,0.0505,0.137,0,0.125,0.574,121.868
Love Someone,0.538,0.409,9,-6.581,0,0.0505,0.172,0,0.11,0.265,171.838
FRIENDS,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079
Feel It Still,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028
Half A Man,0.507,0.204,0,-11.575,1,0.0504,0.855,0,0.143,0.343,77.765
Amiga mía,0.629,0.703,2,-4.875,1,0.0504,0.519,0,0.11,0.402,144.016
My Sacrifice,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31E-06,0.076,0.257,146.349
"Living Life, In The Night",0.618,0.496,0,-9.972,0,0.0504,0.83,0,0.12,0.255,143.296
Mirrors,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899
Tutu,0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013
Don’t You (Taylor’s Version) (From The Vault),0.563,0.473,3,-11.548,1,0.0503,0.514,1.20E-05,0.109,0.405,101.934
We're Not Gonna Take It,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186
Sunset Lover,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838
Acquainted,0.372,0.478,7,-9.835,0,0.0503,0.482,0,0.0844,0.254,101.102
All About That Bass,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052
Hallucinogenics,0.549,0.653,0,-7.47,1,0.0503,0.457,0,0.0969,0.287,121.348
goodbye,0.153,0.138,6,-21.877,0,0.0503,0.837,0.55,0.254,0.0503,74.318
telepatía,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97
Take What You Want (feat. Ozzy Osbourne & Travis Scott),0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919
Reggaetón Lento (Bailemos),0.761,0.838,4,-3.073,0,0.0502,0.4,0,0.176,0.71,93.974
Bruises - Steve Void Remix,0.79,0.746,9,-5.96,1,0.0502,0.241,0,0.316,0.538,124.971
BOOM,0.886,0.84,2,-3.386,1,0.0502,0.0164,0.00622,0.329,0.203,123.035
FourFiveSeconds,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846
Volta por Baixo - Ao Vivo,0.532,0.769,10,-5.899,1,0.0501,0.386,0,0.942,0.463,123.413
you broke me first,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148
Dead Man Walking,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929
BUTTERFLY EFFECT,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958
The Way Life Goes (feat. Oh Wonder),0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008
Wonder,0.442,0.631,1,-5.096,0,0.05,0.136,2.29E-05,0.133,0.129,139.774
When I Grow Up,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449
I Will Survive - Single Version,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669
Bohemian Rhapsody - Remastered 2011,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105
