name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Snow (Hey Oh),0.427,0.9,11,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655
Chandelier,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089
My House,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006
International Love (feat. Chris Brown),0.67,0.855,0,-3.035,0,0.0499,0.0124,0,0.335,0.648,120.05
One More Time (feat. Alida),0.5,0.701,0,-6.261,0,0.0499,0.0302,8.97E-06,0.307,0.159,123.985
How Far I'll Go,0.571,0.307,1,-10.958,0,0.0499,0.649,0,0.178,0.108,83.72
Máquina do Tempo,0.629,0.727,4,-4.387,0,0.0499,0.0647,0,0.138,0.132,149.978
Be the One,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32E-05,0.056,0.368,87.46
La Despedida,0.746,0.993,2,-2.134,0,0.0499,0.0866,0.0548,0.0689,0.972,122.046
Liberdade (Quando o Grave Bate Forte),0.81,0.789,6,-4.032,1,0.0498,0.0254,1.85E-06,0.104,0.432,129.988
Sick and Tired (ft. Machine Gun Kelly and Travis Barker),0.748,0.492,11,-8.584,1,0.0498,0.151,0,0.146,0.483,145.097
Kiss Me,0.589,0.227,2,-16.67,1,0.0498,0.64,0.00469,0.0248,0.182,74.993
High Right Now (feat. Wiz Khalifa) - Remix,0.737,0.548,4,-7.003,0,0.0498,0.0127,9.76E-06,0.176,0.156,160.058
For What It's Worth,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883
"Mrs. Robinson - From ""The Graduate"" Soundtrack",0.606,0.457,6,-14.035,0,0.0497,0.713,2.53E-05,0.0747,0.813,92.033
hostage,0.427,0.123,9,-15.228,0,0.0497,0.868,3.12E-05,0.0732,0.0394,129.565
Paper Rings,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36E-05,0.0742,0.865,103.979
Out Of Love (feat. Internet Money),0.732,0.636,7,-6.162,0,0.0497,0.0847,0,0.241,0.358,138.061
I WANNA SEE SOME ASS (feat. jetsonmade),0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951
The Chain - 2004 Remaster,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553
On The Floor,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130
Alone,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021
In Your Arms (with X Ambassadors),0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036
When We Were Young,0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361
Jessie's Girl,0.727,0.834,2,-5.851,1,0.0496,0.165,0,0.105,0.816,131.7
Elastic Heart,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48E-05,0.146,0.499,130.075
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",0.81,0.471,8,-5.047,1,0.0496,0.00554,0.000197,0.134,0.391,75.003
Roses - Imanbek Remix,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975
I Love Me,0.664,0.561,6,-7.031,1,0.0495,0.00261,0,0.0764,0.713,150.093
All My Life,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719
"New Person, Same Old Mistakes",0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836
LOYAL (feat. Drake),0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952
fue mejor,0.684,0.35,7,-9.399,0,0.0495,0.607,0,0.426,0.263,103.951
Teenage Dirtbag,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661
Still Be Friends (feat. Tory Lanez & Tyga),0.803,0.759,7,-4.692,0,0.0494,0.00509,0,0.0921,0.284,104
Diamonds,0.637,0.666,10,-6.773,0,0.0494,0.161,0,0.108,0.529,104.02
Step and a step,0.844,0.851,0,-3.762,1,0.0494,0.184,8.53E-05,0.0754,0.541,116.038
CITY OF ANGELS,0.686,0.541,0,-4.993,0,0.0493,0.042,0,0.0675,0.724,120.082
History,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704
Bennie And The Jets - Remastered 2014,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62E-06,0.497,0.779,132.642
Nothin' on You (feat. Bruno Mars),0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993
Freed From Desire,0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99
Sing It With Me,0.54,0.793,5,-4.379,1,0.0493,0.0744,0,0.354,0.399,112.219
They Don't Know About Us,0.514,0.727,0,-6.131,1,0.0492,0.126,0,0.0978,0.37,147.917
Besos En Guerra,0.69,0.973,2,-3.588,1,0.0492,0.126,0,0.101,0.772,143.957
My Love (feat. Jess Glynne),0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976
Cloud 9,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62E-05,0.344,0.902,80.974
I Feel Like I'm Drowning,0.717,0.577,8,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927
One Step Closer,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32E-06,0.0787,0.538,95.136
Loco,0.806,0.67,7,-4.194,1,0.0491,0.00624,0.17,0.119,0.366,103.96
Often - Kygo Remix,0.523,0.491,7,-9.876,0,0.0491,0.123,0,0.331,0.408,80.156
Rise Up (feat. Vamero),0.648,0.927,1,-3.633,1,0.049,0.011,0,0.162,0.361,126.037
Candy (feat. Trippie Redd),0.744,0.638,5,-4.86,0,0.049,0.00829,0,0.182,0.48,98.019
Loyal (feat. Lil Wayne & Tyga),0.841,0.522,10,-5.963,0,0.049,0.0168,1.37E-06,0.188,0.616,99.059
When Doves Cry,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45E-05,0.443,0.84,126.47
Firework,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071
Just Give Me a Reason (feat. Nate Ruess),0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002
Can I Be Him,0.696,0.543,11,-6.164,1,0.0489,0.308,0,0.0939,0.479,107.969
Tear in My Heart,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113
Tulsa Jesus Freak,0.387,0.339,2,-12.962,0,0.0489,0.918,0.00272,0.13,0.273,137.199
Muévelo,0.594,0.808,7,-2.409,1,0.0489,0.415,1.39E-05,0.565,0.919,188.09
Dernière danse,0.669,0.449,0,-7.658,0,0.0489,0.184,0,0.0729,0.327,114.926
Sigo Chambeando,0.819,0.48,5,-6.966,1,0.0489,0.685,2.03E-06,0.116,0.759,114.04
Bluma to Lunch,0.756,0.726,7,-5.388,1,0.0489,0.034,0.000455,0.119,0.792,123.98
All The Small Things,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726
Past Life (with Selena Gomez),0.612,0.539,3,-5.071,1,0.0488,0.104,0,0.18,0.294,79.948
tolerate it,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67E-05,0.0797,0.221,74.952
"Any Way You Want It - Live at Cobo Hall in Detroit, Michigan, August 1980",0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158
Monster,0.631,0.748,4,-2.569,0,0.0488,0.212,0,0.537,0.351,115.665
Shower,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59E-05,0.285,0.121,119.987
Touch You,0.603,0.964,8,-2.886,0,0.0487,0.00655,3.04E-06,0.143,0.796,135.028
No Hay Más Que Hablar,0.676,0.866,6,-3.441,1,0.0487,0.0685,0,0.0501,0.847,92.975
Give Your Heart a Break,0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008
5:32pm,0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383
5% TINT,0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140
Mad at Disney,0.738,0.621,0,-7.313,1,0.0486,0.424,7.39E-06,0.692,0.715,113.968
Sexy Bitch (feat. Akon),0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
White Horse (Taylor’s Version),0.423,0.517,0,-7.377,1,0.0486,0.369,0,0.177,0.366,185.262
It Will Rain,0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017
Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68E-06,0.12,0.508,102.061
Rumor,0.655,0.56,9,-6.857,1,0.0486,0.749,0,0.115,0.599,140.975
What’s Next,0.781,0.594,0,-6.959,0,0.0485,0.0136,0,0.162,0.0628,129.895
Saturno,0.694,0.551,5,-5.929,1,0.0485,0.704,0,0.1,0.908,95.003
Always Forever,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378
Freaks,0.346,0.944,9,-9.874,1,0.0485,4.16E-05,0.565,0.0546,0.403,179.63
Prom Queen,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785
Wake Up in the Sky,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.359,0.367,143.01
Paralyzed,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22E-06,0.101,0.0397,130.081
Savior,0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000142,0.425,0.478,112.49
Glitter,0.801,0.589,7,-5.157,1,0.0485,0.0863,0,0.162,0.58,116.934
Somebody Like That,0.574,0.798,6,-5.356,1,0.0485,0.0152,0,0.111,0.58,105.034
Scrawny,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008
goosebumps,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049
Happiest Year,0.501,0.167,1,-14.061,1,0.0484,0.885,0,0.111,0.356,112.275
"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857
The Way I Loved You (Taylor’s Version),0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032
Párteme La Cara,0.761,0.296,0,-10.22,1,0.0484,0.551,0.000492,0.134,0.579,127.938
Pierre,0.607,0.827,9,-4.282,1,0.0484,0.289,2.95E-06,0.719,0.552,100.062
Warriors,0.14,0.478,1,-10.145,0,0.0484,0.1,0.000112,0.105,0.0412,185.121
Pierre,0.607,0.827,9,-4.282,1,0.0484,0.289,2.95E-06,0.718,0.552,100.062
CONTIGO VOY A MUERTE,0.77,0.853,11,-2.593,1,0.0484,0.2,3.85E-06,0.0627,0.781,82.994
Fly Away,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925
Adore You,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048
La Gozadera (feat. Marc Anthony),0.616,0.989,9,-1.698,0,0.0483,0.166,0,0.172,0.902,95.036
Adore You,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048
Older,0.681,0.292,11,-9.599,1,0.0483,0.743,0,0.0974,0.162,64.002
I Need Your Love (feat. Ellie Goulding),0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989
LOCATION,0.772,0.758,9,-3.891,1,0.0482,0.0433,0,0.295,0.654,115.977
Black And White,0.443,0.582,2,-6.02,1,0.0482,0.0301,0,0.127,0.239,147.589
Sk8er Boi,0.487,0.9,0,-4.417,1,0.0482,6.79E-05,0,0.358,0.484,149.937
bitches broken hearts,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033
Robarte un Beso,0.742,0.859,10,-4.942,1,0.0482,0.0824,0,0.359,0.652,95.046
Greek Tragedy - Oliver Nelson TikTok Remix,0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033
Brother,0.519,0.625,10,-5.909,1,0.0482,0.349,0,0.121,0.21,120.103
Beer Never Broke My Heart,0.538,0.863,1,-4.483,1,0.0481,0.0139,0,0.0874,0.637,77.001
bad idea!,0.511,0.806,1,-6.093,1,0.0481,0.03,0.0465,0.252,0.41,162.04
Easily,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902
Sorry,0.545,0.556,5,-7.047,0,0.0481,0.437,0.0657,0.123,0.172,175.9
Jubilee Line,0.412,0.254,2,-14.713,1,0.0481,0.967,0.00408,0.105,0.217,149.899
That's My Kind Of Night,0.661,0.751,7,-2.909,1,0.0481,0.0571,0,0.105,0.875,109.995
"Rasputin - 7"" Version",0.694,0.719,6,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212
I'm So Excited,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348
Amárrame,0.563,0.674,5,-4.554,0,0.048,0.247,0.00226,0.107,0.784,179.977
Bitter Sweet Symphony,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176
Godspeed,0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698
Jealous,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76
1-800-273-8255,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023
Paradise,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061
Secret Love Song (feat. Jason Derulo),0.529,0.614,9,-5.032,1,0.0479,0.215,0,0.277,0.141,92.972
Who Says,0.682,0.927,4,-2.915,1,0.0479,0.0843,0,0.149,0.744,101.019
Daylight,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.60E-05,0.0949,0.729,163.944
Firework,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072
Aullando,0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035
Bye Bye Bye,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638
Só Você,0.834,0.522,0,-4.433,1,0.0479,0.023,0,0.663,0.892,129.96
Click Click Boom,0.609,0.935,6,-2.941,1,0.0479,0.0029,0.000359,0.188,0.498,95.957
Fool's Gold,0.515,0.773,6,-4.848,1,0.0479,0.23,1.29E-06,0.0938,0.379,128.001
Lasting Lover,0.676,0.786,1,-4.529,1,0.0478,0.197,0,0.0943,0.483,125.983
Ghost,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91E-05,0.415,0.441,153.96
Regardless,0.749,0.82,7,-6.114,1,0.0478,0.0205,0.000685,0.0775,0.534,120.066
Bored,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959
Ride Wit Me,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.80E-06,0.244,0.722,101.875
Under Pressure - Remastered 2011,0.671,0.711,2,-7.813,1,0.0478,0.422,0,0.104,0.466,113.809
Story of My Life,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07
Better Together,0.552,0.225,0,-11.501,1,0.0477,0.827,0,0.111,0.67,138.002
Champion (feat. Travis Scott),0.642,0.782,5,-3.395,0,0.0477,0.381,0,0.108,0.396,162.005
Bulletproof,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47E-05,0.068,0.682,123.016
Girls Like Us,0.444,0.648,1,-4.955,1,0.0476,0.288,0,0.059,0.171,125.706
Photograph,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989
Under Pressure - Remastered 2011,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805
Often,0.572,0.631,7,-9.836,0,0.0476,0.222,0,0.135,0.0713,134.078
Faded,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97E-06,0.11,0.159,179.642
Hollywood's Bleeding,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218
Tá Rocheda,0.775,0.886,6,-6.68,0,0.0476,0.589,7.71E-06,0.0991,0.939,172.013
Red Red Wine,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32E-05,0.269,0.843,89.119
Give It Away,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577
Livin' la Vida Loca,0.425,0.954,1,-3.756,0,0.0476,0.00411,0,0.0555,0.933,178.043
I Want To Hold Your Hand - Remastered 2015,0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726
Meia Noite (Ce Tem Meu Whatsapp) - Ao Vivo,0.658,0.937,0,-2.482,1,0.0476,0.346,0,0.0609,0.96,168.034
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932
Play Date,0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97
The Adults Are Talking,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959
Moves Like Jagger - Studio Recording From The Voice Performance,0.722,0.761,11,-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044
Smack That,0.94,0.743,5,-5.166,0,0.0475,0.317,0,0.0909,0.932,118.988
Acaramelao,0.705,0.721,1,-3.409,1,0.0475,0.457,0,0.121,0.519,159.935
Cooler Than Me - Single Mix,0.768,0.82,7,-4.63,0,0.0475,0.179,0,0.704,0.625,129.969
Stronger (What Doesn't Kill You),0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044
Hells Bells,0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767
Manos de Tijera,0.562,0.309,11,-7.486,0,0.0475,0.822,0,0.344,0.497,138.472
Sunday Morning,0.608,0.768,0,-5.227,1,0.0475,0.0913,0,0.0629,0.809,88.059
Gold on the Ceiling,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.90E-05,0.069,0.565,130.121
"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213
YO VISTO ASÍ,0.688,0.881,7,-4.889,0,0.0474,0.0947,0,0.0804,0.677,123.013
Roses - Imanbek Remix,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955
Cigarettes On Patios,0.752,0.712,4,-5.467,0,0.0474,0.256,0,0.136,0.588,139.999
What A Feeling,0.532,0.729,10,-6.84,1,0.0474,0.382,0,0.366,0.595,121.97
Heartache On The Dance Floor,0.596,0.834,9,-4.308,1,0.0474,0.0563,0,0.0866,0.618,116
Sweet but Psycho,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002
Come and Get Your Love - Single Version,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383
MAMACITA,0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013
Electricity (with Dua Lipa),0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33E-06,0.338,0.505,118.159
Single Saturday Night,0.623,0.79,7,-5.07,1,0.0473,0.118,0,0.226,0.694,81.949
Streetcar,0.41,0.298,3,-11.796,1,0.0473,0.721,0,0.158,0.142,109.651
Come On Eileen,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02E-06,0.259,0.782,106.61
You Can't Hurry Love,0.63,0.711,10,-9.34,1,0.0472,0.299,0,0.0813,0.659,96.912
Só Tem Eu,0.797,0.531,1,-10.554,1,0.0472,0.114,0,0.104,0.869,129.995
Beautiful Soul,0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,89.975
On Me (feat. Ava Max),0.548,0.721,8,-4.466,1,0.0472,0.0119,0,0.216,0.594,177.918
Break on Through (To the Other Side),0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839
Scotty Doesn't Know,0.317,0.887,0,-4.525,1,0.0472,0.000449,9.23E-06,0.363,0.544,174.009
Love On The Brain,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08E-05,0.0789,0.378,172.006
Elles ont trop joué avec mon cœur,0.69,0.567,6,-7.979,1,0.0471,0.155,0.0397,0.127,0.426,152.056
"Danger Zone - From ""Top Gun"" Original Soundtrack",0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17
Waterloo,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18E-06,0.0902,0.653,147.604
Back In Black,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
Explícito,0.828,0.83,2,-3.371,1,0.047,0.348,1.60E-05,0.0613,0.422,95.007
Amor da Despedida,0.533,0.915,3,-2.337,0,0.047,0.324,0,0.0891,0.967,167.927
La Santa,0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037
We Didn't Start the Fire,0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024
Do It Again,0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95
Mente Positiva,0.576,0.604,5,-7.558,0,0.047,0.27,0,0.176,0.734,99.746
Happy Now,0.503,0.741,4,-5.128,1,0.047,0.579,1.49E-06,0.0712,0.458,88.335
Deixa de Onda (Porra Nenhuma),0.815,0.69,9,-4.622,1,0.0469,0.29,0,0.312,0.654,135.036
Love You Like A Love Song,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009
Runaway (U & I),0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008
Unsainted,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305
Hablamos Mañana,0.683,0.677,1,-4.496,1,0.0469,0.0869,0,0.0998,0.514,156.019
I'm Yours,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953
i miss u (with Au/Ra),0.668,0.726,9,-7.512,1,0.0468,0.0387,0,0.134,0.453,124.075
I'm Yours,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953
Saturday Sun,0.637,0.864,8,-4.381,1,0.0468,0.484,0,0.222,0.706,99.995
"Go Loko (feat. Tyga, Jon Z)",0.88,0.67,2,-5.177,1,0.0468,0.325,4.17E-06,0.0662,0.131,101.008
Paradise,0.883,0.731,6,-4.061,1,0.0468,0.0663,0,0.0389,0.888,129.999
Mr. Saxobeat - Radio Edit,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976
Disfruto,0.433,0.123,1,-11.234,0,0.0468,0.887,0,0.106,0.137,181.882
Drunk in Love (feat. Jay-Z),0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03
Unstoppable,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01E-05,0.14,0.602,78.001
Sunflower - Spider-Man: Into the Spider-Verse,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911
Dead To Me,0.675,0.761,4,-4.469,0,0.0466,0.432,0,0.102,0.428,119.001
It's My Life,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35E-05,0.347,0.544,119.992
sex (catching feelings),0.413,0.521,9,-4.469,1,0.0466,0.162,0,0.323,0.532,103.391
TBT,0.794,0.855,2,-1.959,1,0.0466,0.0362,0,0.142,0.639,91.963
Achilles Come Down,0.223,0.523,0,-9.281,0,0.0466,0.435,0.283,0.225,0.15,179.83
Watermelon Sugar,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39
Bound 2,0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913
Best Song Ever,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491
Stay,0.582,0.693,6,-5.048,1,0.0465,0.114,0,0.13,0.341,125.904
Watermelon Sugar,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39
Faded Love,0.748,0.748,11,-3.852,1,0.0465,0.374,0,0.261,0.393,132.101
Traicionera,0.775,0.679,11,-4.985,1,0.0465,0.147,0,0.155,0.674,91
Take Me To Church,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945
Slow Hands,0.735,0.425,0,-6.648,1,0.0464,0.011,0,0.055,0.848,85.896
Take Me to Church,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945
Nêga,0.635,0.705,9,-4.87,0,0.0464,0.676,0,0.286,0.828,76.015
Sin Pijama,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93E-05,0.104,0.82,94.014
Lips Are Movin,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03E-06,0.111,0.95,139.091
Boys Will Be Bugs,0.486,0.528,1,-11.722,1,0.0463,0.00387,1.40E-05,0.106,0.452,178.519
The Logical Song - Remastered 2010,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719
это ли счастье?,0.684,0.76,10,-5.033,0,0.0463,0.577,0.000131,0.14,0.444,154.033
Right My Wrongs,0.543,0.449,1,-8.065,1,0.0463,0.345,0,0.157,0.29,132.609
Jealous,0.474,0.91,9,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01
More Than My Hometown,0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019
One Of Them Girls,0.643,0.79,4,-6.079,1,0.0462,0.294,0,0.107,0.8,95.987
My Way,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68E-06,0.683,0.609,97.225
Diamonds,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972
The Boys Are Back In Town,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823
Who Do You Love,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927
Give Me Love,0.526,0.328,1,-9.864,1,0.0461,0.694,0,0.112,0.11,116.068
Snowman,0.713,0.193,9,-16.141,0,0.0461,0.802,0.893,0.0653,0.0447,109.992
Uma Ex (Ao Vivo),0.627,0.651,5,-4.15,1,0.0461,0.521,0,0.952,0.666,104.816
Fire On Fire,0.584,0.408,1,-7.356,0,0.0461,0.476,0,0.18,0.333,115.129
Baby You're Worth It,0.695,0.253,2,-15.884,1,0.0461,0.685,0.14,0.105,0.264,120.033
Bossa No Sé (feat. Jean Carter),0.825,0.678,4,-5.401,1,0.0461,0.519,0,0.115,0.43,134.12
Money In The Grave (Drake ft. Rick Ross),0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541
Lonely (with benny blanco),0.619,0.241,11,-7.102,0,0.046,0.9,0,0.116,0.0719,79.461
Die Young,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001
Lush Life,0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022
Desvelado,0.676,0.618,6,-8.987,0,0.046,0.0361,0,0.199,0.899,173.955
"Fire On Fire - From ""Watership Down""",0.584,0.407,1,-7.356,0,0.046,0.476,0,0.18,0.341,115.124
Cabeza,0.884,0.566,5,-7.398,0,0.046,0.123,3.25E-06,0.106,0.565,106.983
Take A Look Around,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968
Under the Bridge,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581
Complicated,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987
Drunk (And I Don't Wanna Go Home),0.612,0.884,5,-4.4,1,0.0459,0.00516,0,0.0997,0.626,119.991
